año,ccaa_origen,ccaa_destino,ton-km,toneladas
2021,Andalucía,Andalucía,12394.88,204473.18
2021,Andalucía,Aragón,571.31,739.56
2021,Andalucía,"Asturias, Principado de",214.47,241.24
2021,Andalucía,Cantabria,141.39,161.03
2021,Andalucía,Castilla - La Mancha,1284.54,3279.3
2021,Andalucía,Castilla y León,1206.07,1793.05
2021,Andalucía,Cataluña,2920.58,3251.74
2021,Andalucía,Comunitat Valenciana,3397.92,6325.78
2021,Andalucía,Extremadura,1341.97,5498.78
2021,Andalucía,Galicia,433.11,461.7
2021,Andalucía,"Madrid, Comunidad de",2175.84,4355.44
2021,Andalucía,"Murcia, Región de",1125.82,4095.75
2021,Andalucía,"Navarra, Comunidad Foral de",406.9,473.48
2021,Andalucía,País Vasco,617.16,680.67
2021,Andalucía,"Rioja, La",77.86,102.23
2021,Aragón,Andalucía,795.54,1022.7
2021,Aragón,Aragón,2139.1,48727.31
2021,Aragón,"Asturias, Principado de",157.17,251.04
2021,Aragón,Cantabria,164.85,409.77
2021,Aragón,Castilla - La Mancha,506.72,1533.15
2021,Aragón,Castilla y León,674.25,1971.33
2021,Aragón,Cataluña,2043.94,9358.32
2021,Aragón,Comunitat Valenciana,1664.12,6261.65
2021,Aragón,Extremadura,104.6,145.26
2021,Aragón,Galicia,285.55,358.99
2021,Aragón,"Madrid, Comunidad de",857.07,2696.11
2021,Aragón,"Murcia, Región de",291.19,534.01
2021,Aragón,"Navarra, Comunidad Foral de",399.84,2741.09
2021,Aragón,País Vasco,611.47,2157.61
2021,Aragón,"Rioja, La",163.46,940.74
2021,"Asturias, Principado de",Andalucía,370.35,422.7
2021,"Asturias, Principado de",Aragón,235.77,380.03
2021,"Asturias, Principado de","Asturias, Principado de",793.39,32542.85
2021,"Asturias, Principado de",Cantabria,210.56,1037.42
2021,"Asturias, Principado de",Castilla - La Mancha,183.78,299.12
2021,"Asturias, Principado de",Castilla y León,437.47,2217.57
2021,"Asturias, Principado de",Cataluña,290.44,324.53
2021,"Asturias, Principado de",Comunitat Valenciana,295.81,340.6
2021,"Asturias, Principado de",Extremadura,68.55,112.67
2021,"Asturias, Principado de",Galicia,322.59,1553.05
2021,"Asturias, Principado de","Madrid, Comunidad de",294.45,610.41
2021,"Asturias, Principado de","Murcia, Región de",87.24,99.6
2021,"Asturias, Principado de","Navarra, Comunidad Foral de",85.67,181.8
2021,"Asturias, Principado de",País Vasco,384.91,1124.98
2021,"Asturias, Principado de","Rioja, La",69.71,156.86
2021,Cantabria,Andalucía,151.4,161.89
2021,Cantabria,Aragón,199.64,491.96
2021,Cantabria,"Asturias, Principado de",132.68,665.48
2021,Cantabria,Cantabria,363.45,14060.42
2021,Cantabria,Castilla - La Mancha,116.4,232.19
2021,Cantabria,Castilla y León,450.36,1975.13
2021,Cantabria,Cataluña,288.82,420.84
2021,Cantabria,Comunitat Valenciana,330.3,435.99
2021,Cantabria,Extremadura,11.64,17.94
2021,Cantabria,Galicia,148.21,317.66
2021,Cantabria,"Madrid, Comunidad de",282.96,617.72
2021,Cantabria,"Murcia, Región de",45.73,56.4
2021,Cantabria,"Navarra, Comunidad Foral de",102.16,401.98
2021,Cantabria,País Vasco,300.02,3605.68
2021,Cantabria,"Rioja, La",23.84,108.92
2021,Castilla - La Mancha,Andalucía,2187.05,5235.54
2021,Castilla - La Mancha,Aragón,598.47,1704.15
2021,Castilla - La Mancha,"Asturias, Principado de",233.6,405.01
2021,Castilla - La Mancha,Cantabria,194.85,404.97
2021,Castilla - La Mancha,Castilla - La Mancha,2889.69,55441.84
2021,Castilla - La Mancha,Castilla y León,709.08,2509.06
2021,Castilla - La Mancha,Cataluña,1382.8,2374.09
2021,Castilla - La Mancha,Comunitat Valenciana,2491.57,9370.31
2021,Castilla - La Mancha,Extremadura,415.16,1336.51
2021,Castilla - La Mancha,Galicia,450.19,671.97
2021,Castilla - La Mancha,"Madrid, Comunidad de",1711.96,20239.65
2021,Castilla - La Mancha,"Murcia, Región de",912.57,3737.85
2021,Castilla - La Mancha,"Navarra, Comunidad Foral de",174.63,397.24
2021,Castilla - La Mancha,País Vasco,430.2,830.28
2021,Castilla - La Mancha,"Rioja, La",106.9,242.15
2021,Castilla y León,Andalucía,1279.81,1953.83
2021,Castilla y León,Aragón,614.39,1962.73
2021,Castilla y León,"Asturias, Principado de",560.7,3070.22
2021,Castilla y León,Cantabria,508.03,3376.54
2021,Castilla y León,Castilla - La Mancha,922.68,3307.76
2021,Castilla y León,Castilla y León,4372.53,82182.2
2021,Castilla y León,Cataluña,1898.58,3030.12
2021,Castilla y León,Comunitat Valenciana,1377.43,2403.9
2021,Castilla y León,Extremadura,508.15,1715.75
2021,Castilla y León,Galicia,1700.85,5112.41
2021,Castilla y León,"Madrid, Comunidad de",998.52,4934.74
2021,Castilla y León,"Murcia, Región de",395.73,621.32
2021,Castilla y León,"Navarra, Comunidad Foral de",546.53,2493.4
2021,Castilla y León,País Vasco,1336.8,6946.49
2021,Castilla y León,"Rioja, La",161.76,1068.87
2021,Cataluña,Andalucía,2599.16,2840.55
2021,Cataluña,Aragón,2267.79,11231.37
2021,Cataluña,"Asturias, Principado de",330.66,378.35
2021,Cataluña,Cantabria,284.58,420.84
2021,Cataluña,Castilla - La Mancha,1291.67,2150.71
2021,Cataluña,Castilla y León,1461.65,2319.86
2021,Cataluña,Cataluña,8916.81,188027.13
2021,Cataluña,Comunitat Valenciana,3111.22,9162.08
2021,Cataluña,Extremadura,261.86,286.03
2021,Cataluña,Galicia,983.4,933.59
2021,Cataluña,"Madrid, Comunidad de",2741.95,4538.51
2021,Cataluña,"Murcia, Región de",865.6,1481.05
2021,Cataluña,"Navarra, Comunidad Foral de",341.83,815.62
2021,Cataluña,País Vasco,1298.31,2323.53
2021,Cataluña,"Rioja, La",112.86,274.09
2021,Comunitat Valenciana,Andalucía,2955.46,5510.14
2021,Comunitat Valenciana,Aragón,1093.39,3909.9
2021,Comunitat Valenciana,"Asturias, Principado de",165.42,195.8
2021,Comunitat Valenciana,Cantabria,256.35,350.26
2021,Comunitat Valenciana,Castilla - La Mancha,2218.17,9060.03
2021,Comunitat Valenciana,Castilla y León,1145.51,1917.22
2021,Comunitat Valenciana,Cataluña,3124.51,9283.77
2021,Comunitat Valenciana,Comunitat Valenciana,6416.13,165015.78
2021,Comunitat Valenciana,Extremadura,229.02,345.23
2021,Comunitat Valenciana,Galicia,698.62,718.41
2021,Comunitat Valenciana,"Madrid, Comunidad de",2248.99,5946.75
2021,Comunitat Valenciana,"Murcia, Región de",1224.33,7910.0
2021,Comunitat Valenciana,"Navarra, Comunidad Foral de",327.8,669.23
2021,Comunitat Valenciana,País Vasco,839.53,1342.35
2021,Comunitat Valenciana,"Rioja, La",154.15,326.2
2021,Extremadura,Andalucía,833.89,3496.87
2021,Extremadura,Aragón,79.69,123.43
2021,Extremadura,"Asturias, Principado de",26.91,48.13
2021,Extremadura,Cantabria,53.93,77.48
2021,Extremadura,Castilla - La Mancha,359.45,1215.1
2021,Extremadura,Castilla y León,251.06,814.44
2021,Extremadura,Cataluña,260.36,288.04
2021,Extremadura,Comunitat Valenciana,301.74,493.73
2021,Extremadura,Extremadura,961.74,22076.44
2021,Extremadura,Galicia,66.41,94.99
2021,Extremadura,"Madrid, Comunidad de",297.23,914.89
2021,Extremadura,"Murcia, Región de",72.86,114.52
2021,Extremadura,"Navarra, Comunidad Foral de",31.0,52.25
2021,Extremadura,País Vasco,237.92,320.92
2021,Extremadura,"Rioja, La",40.33,62.95
2021,Galicia,Andalucía,686.66,722.83
2021,Galicia,Aragón,497.98,627.3
2021,Galicia,"Asturias, Principado de",651.06,3921.61
2021,Galicia,Cantabria,168.09,355.7
2021,Galicia,Castilla - La Mancha,676.98,1013.37
2021,Galicia,Castilla y León,1216.25,3654.22
2021,Galicia,Cataluña,1112.61,1046.23
2021,Galicia,Comunitat Valenciana,740.88,766.82
2021,Galicia,Extremadura,47.41,65.14
2021,Galicia,Galicia,3797.71,75219.12
2021,Galicia,"Madrid, Comunidad de",930.5,1573.44
2021,Galicia,"Murcia, Región de",269.94,278.68
2021,Galicia,"Navarra, Comunidad Foral de",108.52,154.86
2021,Galicia,País Vasco,831.13,1449.5
2021,Galicia,"Rioja, La",98.53,156.84
2021,"Madrid, Comunidad de",Andalucía,2373.06,4709.71
2021,"Madrid, Comunidad de",Aragón,621.12,1898.51
2021,"Madrid, Comunidad de","Asturias, Principado de",323.46,684.33
2021,"Madrid, Comunidad de",Cantabria,249.07,575.81
2021,"Madrid, Comunidad de",Castilla - La Mancha,1108.99,12275.29
2021,"Madrid, Comunidad de",Castilla y León,804.4,3595.95
2021,"Madrid, Comunidad de",Cataluña,2136.38,3509.9
2021,"Madrid, Comunidad de",Comunitat Valenciana,1539.98,4087.22
2021,"Madrid, Comunidad de",Extremadura,347.88,1022.84
2021,"Madrid, Comunidad de",Galicia,888.44,1454.12
2021,"Madrid, Comunidad de","Madrid, Comunidad de",1763.96,68678.79
2021,"Madrid, Comunidad de","Murcia, Región de",433.16,1069.74
2021,"Madrid, Comunidad de","Navarra, Comunidad Foral de",166.52,457.01
2021,"Madrid, Comunidad de",País Vasco,625.18,1514.89
2021,"Madrid, Comunidad de","Rioja, La",80.18,240.57
2021,"Murcia, Región de",Andalucía,1410.1,5881.27
2021,"Murcia, Región de",Aragón,150.11,273.55
2021,"Murcia, Región de","Asturias, Principado de",3.13,3.71
2021,"Murcia, Región de",Cantabria,66.44,77.82
2021,"Murcia, Región de",Castilla - La Mancha,864.32,3178.62
2021,"Murcia, Región de",Castilla y León,277.45,438.9
2021,"Murcia, Región de",Cataluña,841.77,1394.69
2021,"Murcia, Región de",Comunitat Valenciana,1535.89,11910.0
2021,"Murcia, Región de",Extremadura,154.42,237.85
2021,"Murcia, Región de",Galicia,256.64,256.11
2021,"Murcia, Región de","Madrid, Comunidad de",563.62,1347.85
2021,"Murcia, Región de","Murcia, Región de",1311.65,45497.85
2021,"Murcia, Región de","Navarra, Comunidad Foral de",106.93,150.76
2021,"Murcia, Región de",País Vasco,221.66,270.47
2021,"Murcia, Región de","Rioja, La",80.68,115.92
2021,"Navarra, Comunidad Foral de",Andalucía,311.9,368.26
2021,"Navarra, Comunidad Foral de",Aragón,470.43,2909.5
2021,"Navarra, Comunidad Foral de","Asturias, Principado de",38.8,81.95
2021,"Navarra, Comunidad Foral de",Cantabria,81.38,315.12
2021,"Navarra, Comunidad Foral de",Castilla - La Mancha,260.45,639.88
2021,"Navarra, Comunidad Foral de",Castilla y León,339.03,1417.64
2021,"Navarra, Comunidad Foral de",Cataluña,476.97,1179.1
2021,"Navarra, Comunidad Foral de",Comunitat Valenciana,349.87,728.33
2021,"Navarra, Comunidad Foral de",Extremadura,91.38,123.87
2021,"Navarra, Comunidad Foral de",Galicia,229.58,343.81
2021,"Navarra, Comunidad Foral de","Madrid, Comunidad de",342.21,938.07
2021,"Navarra, Comunidad Foral de","Murcia, Región de",69.95,98.75
2021,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",431.54,18978.94
2021,"Navarra, Comunidad Foral de",País Vasco,328.61,3432.58
2021,"Navarra, Comunidad Foral de","Rioja, La",119.25,2797.94
2021,País Vasco,Andalucía,592.01,674.94
2021,País Vasco,Aragón,682.69,2299.43
2021,País Vasco,"Asturias, Principado de",272.22,841.64
2021,País Vasco,Cantabria,349.03,2886.01
2021,País Vasco,Castilla - La Mancha,263.98,548.58
2021,País Vasco,Castilla y León,1223.64,5066.06
2021,País Vasco,Cataluña,1084.09,1919.42
2021,País Vasco,Comunitat Valenciana,1005.12,1580.94
2021,País Vasco,Extremadura,95.76,133.47
2021,País Vasco,Galicia,655.34,1102.87
2021,País Vasco,"Madrid, Comunidad de",670.2,1586.4
2021,País Vasco,"Murcia, Región de",189.45,235.77
2021,País Vasco,"Navarra, Comunidad Foral de",334.78,3050.47
2021,País Vasco,País Vasco,1656.35,47544.27
2021,País Vasco,"Rioja, La",172.71,1461.29
2021,"Rioja, La",Andalucía,168.69,210.87
2021,"Rioja, La",Aragón,188.04,1174.67
2021,"Rioja, La","Asturias, Principado de",56.5,145.12
2021,"Rioja, La",Cantabria,46.5,176.83
2021,"Rioja, La",Castilla - La Mancha,152.83,368.05
2021,"Rioja, La",Castilla y León,112.79,733.49
2021,"Rioja, La",Cataluña,174.97,396.36
2021,"Rioja, La",Comunitat Valenciana,224.58,457.28
2021,"Rioja, La",Extremadura,1.2,1.97
2021,"Rioja, La",Galicia,121.02,195.63
2021,"Rioja, La","Madrid, Comunidad de",89.27,302.39
2021,"Rioja, La","Murcia, Región de",55.98,84.72
2021,"Rioja, La","Navarra, Comunidad Foral de",82.58,1179.47
2021,"Rioja, La",País Vasco,162.78,1182.2
2021,"Rioja, La","Rioja, La",120.26,5453.55
2022,Andalucía,Andalucía,11632.49,189035.27
2022,Andalucía,Aragón,609.87,738.66
2022,Andalucía,"Asturias, Principado de",276.59,312.38
2022,Andalucía,Cantabria,91.6,104.46
2022,Andalucía,Castilla - La Mancha,1457.48,3860.35
2022,Andalucía,Castilla y León,1169.51,1806.91
2022,Andalucía,Cataluña,2818.17,3096.77
2022,Andalucía,Comunitat Valenciana,3689.57,6672.64
2022,Andalucía,Extremadura,1191.9,4562.73
2022,Andalucía,Galicia,352.23,369.81
2022,Andalucía,"Madrid, Comunidad de",2407.62,4809.82
2022,Andalucía,"Murcia, Región de",1204.17,4371.24
2022,Andalucía,"Navarra, Comunidad Foral de",354.99,425.39
2022,Andalucía,País Vasco,614.78,666.0
2022,Andalucía,"Rioja, La",103.7,123.25
2022,Aragón,Andalucía,720.89,929.87
2022,Aragón,Aragón,1974.57,48386.7
2022,Aragón,"Asturias, Principado de",100.81,166.45
2022,Aragón,Cantabria,77.32,177.83
2022,Aragón,Castilla - La Mancha,467.89,1382.36
2022,Aragón,Castilla y León,455.37,1385.42
2022,Aragón,Cataluña,2265.31,9454.09
2022,Aragón,Comunitat Valenciana,1583.76,6429.71
2022,Aragón,Extremadura,67.68,81.17
2022,Aragón,Galicia,304.65,373.25
2022,Aragón,"Madrid, Comunidad de",776.85,2324.46
2022,Aragón,"Murcia, Región de",268.99,483.53
2022,Aragón,"Navarra, Comunidad Foral de",288.41,2196.8
2022,Aragón,País Vasco,419.97,1432.28
2022,Aragón,"Rioja, La",126.83,684.82
2022,"Asturias, Principado de",Andalucía,251.44,286.45
2022,"Asturias, Principado de",Aragón,191.35,323.85
2022,"Asturias, Principado de","Asturias, Principado de",708.69,22341.72
2022,"Asturias, Principado de",Cantabria,179.22,849.87
2022,"Asturias, Principado de",Castilla - La Mancha,136.27,247.02
2022,"Asturias, Principado de",Castilla y León,398.27,1633.01
2022,"Asturias, Principado de",Cataluña,177.81,207.74
2022,"Asturias, Principado de",Comunitat Valenciana,322.68,380.4
2022,"Asturias, Principado de",Extremadura,97.3,144.92
2022,"Asturias, Principado de",Galicia,398.03,2389.95
2022,"Asturias, Principado de","Madrid, Comunidad de",303.92,602.57
2022,"Asturias, Principado de","Murcia, Región de",153.2,176.6
2022,"Asturias, Principado de","Navarra, Comunidad Foral de",114.99,249.19
2022,"Asturias, Principado de",País Vasco,403.19,1235.9
2022,"Asturias, Principado de","Rioja, La",9.87,44.28
2022,Cantabria,Andalucía,188.14,215.8
2022,Cantabria,Aragón,128.05,327.49
2022,Cantabria,"Asturias, Principado de",162.48,766.57
2022,Cantabria,Cantabria,319.59,13634.72
2022,Cantabria,Castilla - La Mancha,206.9,422.92
2022,Cantabria,Castilla y León,539.54,2365.01
2022,Cantabria,Cataluña,271.04,384.91
2022,Cantabria,Comunitat Valenciana,78.5,105.92
2022,Cantabria,Extremadura,14.18,19.87
2022,Cantabria,Galicia,122.93,283.09
2022,Cantabria,"Madrid, Comunidad de",417.87,932.88
2022,Cantabria,"Murcia, Región de",25.44,30.55
2022,Cantabria,"Navarra, Comunidad Foral de",86.62,323.0
2022,Cantabria,País Vasco,299.01,2476.63
2022,Cantabria,"Rioja, La",40.41,185.9
2022,Castilla - La Mancha,Andalucía,2279.0,5626.98
2022,Castilla - La Mancha,Aragón,474.01,1447.11
2022,Castilla - La Mancha,"Asturias, Principado de",164.41,283.88
2022,Castilla - La Mancha,Cantabria,201.49,371.51
2022,Castilla - La Mancha,Castilla - La Mancha,2993.28,58241.95
2022,Castilla - La Mancha,Castilla y León,589.39,2210.0
2022,Castilla - La Mancha,Cataluña,1377.89,2356.86
2022,Castilla - La Mancha,Comunitat Valenciana,2329.51,8585.99
2022,Castilla - La Mancha,Extremadura,433.91,1602.06
2022,Castilla - La Mancha,Galicia,512.21,757.39
2022,Castilla - La Mancha,"Madrid, Comunidad de",1622.81,18737.19
2022,Castilla - La Mancha,"Murcia, Región de",716.36,2860.09
2022,Castilla - La Mancha,"Navarra, Comunidad Foral de",127.33,298.95
2022,Castilla - La Mancha,País Vasco,431.84,846.94
2022,Castilla - La Mancha,"Rioja, La",69.44,169.55
2022,Castilla y León,Andalucía,1290.06,1915.65
2022,Castilla y León,Aragón,604.59,1846.15
2022,Castilla y León,"Asturias, Principado de",536.85,2571.69
2022,Castilla y León,Cantabria,513.35,3146.86
2022,Castilla y León,Castilla - La Mancha,1045.62,3900.13
2022,Castilla y León,Castilla y León,4192.4,76802.4
2022,Castilla y León,Cataluña,1618.27,2546.33
2022,Castilla y León,Comunitat Valenciana,1389.2,2397.14
2022,Castilla y León,Extremadura,355.58,1158.28
2022,Castilla y León,Galicia,1323.15,4357.53
2022,Castilla y León,"Madrid, Comunidad de",1236.73,6262.54
2022,Castilla y León,"Murcia, Región de",384.74,577.39
2022,Castilla y León,"Navarra, Comunidad Foral de",402.53,1738.3
2022,Castilla y León,País Vasco,940.27,4302.83
2022,Castilla y León,"Rioja, La",159.42,1048.98
2022,Cataluña,Andalucía,2684.63,2884.6
2022,Cataluña,Aragón,2432.9,11528.8
2022,Cataluña,"Asturias, Principado de",219.78,264.0
2022,Cataluña,Cantabria,380.86,564.7
2022,Cataluña,Castilla - La Mancha,1056.03,1775.58
2022,Cataluña,Castilla y León,1418.85,2182.86
2022,Cataluña,Cataluña,9244.31,196094.99
2022,Cataluña,Comunitat Valenciana,2803.05,8795.53
2022,Cataluña,Extremadura,164.6,183.22
2022,Cataluña,Galicia,935.05,871.07
2022,Cataluña,"Madrid, Comunidad de",2438.13,4011.32
2022,Cataluña,"Murcia, Región de",728.46,1250.67
2022,Cataluña,"Navarra, Comunidad Foral de",442.55,1091.07
2022,Cataluña,País Vasco,1218.56,2155.94
2022,Cataluña,"Rioja, La",205.67,486.77
2022,Comunitat Valenciana,Andalucía,3099.62,5425.45
2022,Comunitat Valenciana,Aragón,1019.93,3955.23
2022,Comunitat Valenciana,"Asturias, Principado de",169.49,199.24
2022,Comunitat Valenciana,Cantabria,178.69,238.96
2022,Comunitat Valenciana,Castilla - La Mancha,2178.94,8196.93
2022,Comunitat Valenciana,Castilla y León,1266.12,2142.87
2022,Comunitat Valenciana,Cataluña,2703.43,8062.43
2022,Comunitat Valenciana,Comunitat Valenciana,5657.88,152050.97
2022,Comunitat Valenciana,Extremadura,300.58,449.88
2022,Comunitat Valenciana,Galicia,545.75,557.65
2022,Comunitat Valenciana,"Madrid, Comunidad de",2361.48,6332.03
2022,Comunitat Valenciana,"Murcia, Región de",1197.66,7605.28
2022,Comunitat Valenciana,"Navarra, Comunidad Foral de",254.88,540.36
2022,Comunitat Valenciana,País Vasco,1041.66,1640.43
2022,Comunitat Valenciana,"Rioja, La",106.98,221.03
2022,Extremadura,Andalucía,744.22,3000.73
2022,Extremadura,Aragón,105.71,157.06
2022,Extremadura,"Asturias, Principado de",38.66,55.57
2022,Extremadura,Cantabria,,
2022,Extremadura,Castilla - La Mancha,310.2,1088.74
2022,Extremadura,Castilla y León,257.32,767.23
2022,Extremadura,Cataluña,302.99,357.84
2022,Extremadura,Comunitat Valenciana,347.37,545.67
2022,Extremadura,Extremadura,909.45,24260.13
2022,Extremadura,Galicia,77.86,108.96
2022,Extremadura,"Madrid, Comunidad de",259.99,811.08
2022,Extremadura,"Murcia, Región de",65.91,107.59
2022,Extremadura,"Navarra, Comunidad Foral de",47.13,63.03
2022,Extremadura,País Vasco,165.74,229.75
2022,Extremadura,"Rioja, La",,
2022,Galicia,Andalucía,841.23,878.35
2022,Galicia,Aragón,452.05,553.71
2022,Galicia,"Asturias, Principado de",768.87,4368.34
2022,Galicia,Cantabria,157.96,334.88
2022,Galicia,Castilla - La Mancha,535.19,807.03
2022,Galicia,Castilla y León,1076.36,3253.66
2022,Galicia,Cataluña,900.42,836.69
2022,Galicia,Comunitat Valenciana,642.16,670.49
2022,Galicia,Extremadura,75.55,112.65
2022,Galicia,Galicia,3813.65,75963.29
2022,Galicia,"Madrid, Comunidad de",1038.65,1730.9
2022,Galicia,"Murcia, Región de",214.51,216.82
2022,Galicia,"Navarra, Comunidad Foral de",141.65,201.66
2022,Galicia,País Vasco,783.84,1332.67
2022,Galicia,"Rioja, La",36.62,60.75
2022,"Madrid, Comunidad de",Andalucía,2588.6,5358.85
2022,"Madrid, Comunidad de",Aragón,598.13,1852.02
2022,"Madrid, Comunidad de","Asturias, Principado de",358.61,738.19
2022,"Madrid, Comunidad de",Cantabria,431.81,959.06
2022,"Madrid, Comunidad de",Castilla - La Mancha,1503.7,16036.74
2022,"Madrid, Comunidad de",Castilla y León,1014.39,4611.86
2022,"Madrid, Comunidad de",Cataluña,1781.66,2890.61
2022,"Madrid, Comunidad de",Comunitat Valenciana,1719.61,4599.44
2022,"Madrid, Comunidad de",Extremadura,386.33,1137.01
2022,"Madrid, Comunidad de",Galicia,924.29,1511.97
2022,"Madrid, Comunidad de","Madrid, Comunidad de",1879.76,66274.44
2022,"Madrid, Comunidad de","Murcia, Región de",306.02,753.54
2022,"Madrid, Comunidad de","Navarra, Comunidad Foral de",132.27,343.64
2022,"Madrid, Comunidad de",País Vasco,812.55,1924.76
2022,"Madrid, Comunidad de","Rioja, La",93.78,279.52
2022,"Murcia, Región de",Andalucía,1510.76,5938.5
2022,"Murcia, Región de",Aragón,282.53,495.87
2022,"Murcia, Región de","Asturias, Principado de",65.34,72.19
2022,"Murcia, Región de",Cantabria,35.64,41.5
2022,"Murcia, Región de",Castilla - La Mancha,706.42,2374.67
2022,"Murcia, Región de",Castilla y León,177.37,287.5
2022,"Murcia, Región de",Cataluña,661.82,1101.59
2022,"Murcia, Región de",Comunitat Valenciana,1336.7,11226.73
2022,"Murcia, Región de",Extremadura,129.47,208.09
2022,"Murcia, Región de",Galicia,149.35,145.68
2022,"Murcia, Región de","Madrid, Comunidad de",435.93,1064.83
2022,"Murcia, Región de","Murcia, Región de",1423.73,48003.64
2022,"Murcia, Región de","Navarra, Comunidad Foral de",46.49,69.33
2022,"Murcia, Región de",País Vasco,221.06,281.83
2022,"Murcia, Región de","Rioja, La",111.01,164.77
2022,"Navarra, Comunidad Foral de",Andalucía,354.73,401.91
2022,"Navarra, Comunidad Foral de",Aragón,383.19,2751.86
2022,"Navarra, Comunidad Foral de","Asturias, Principado de",40.99,87.3
2022,"Navarra, Comunidad Foral de",Cantabria,50.05,193.34
2022,"Navarra, Comunidad Foral de",Castilla - La Mancha,161.33,348.47
2022,"Navarra, Comunidad Foral de",Castilla y León,267.24,1093.55
2022,"Navarra, Comunidad Foral de",Cataluña,527.25,1225.74
2022,"Navarra, Comunidad Foral de",Comunitat Valenciana,297.61,582.95
2022,"Navarra, Comunidad Foral de",Extremadura,104.03,154.92
2022,"Navarra, Comunidad Foral de",Galicia,162.29,232.58
2022,"Navarra, Comunidad Foral de","Madrid, Comunidad de",271.15,737.16
2022,"Navarra, Comunidad Foral de","Murcia, Región de",141.94,204.2
2022,"Navarra, Comunidad Foral de","Navarra, Comunidad Foral de",525.43,21269.5
2022,"Navarra, Comunidad Foral de",País Vasco,416.69,4356.48
2022,"Navarra, Comunidad Foral de","Rioja, La",123.29,3513.57
2022,País Vasco,Andalucía,664.66,748.11
2022,País Vasco,Aragón,662.78,2166.25
2022,País Vasco,"Asturias, Principado de",271.63,900.89
2022,País Vasco,Cantabria,321.53,3202.2
2022,País Vasco,Castilla - La Mancha,371.63,775.69
2022,País Vasco,Castilla y León,1142.29,4802.33
2022,País Vasco,Cataluña,1239.53,2166.36
2022,País Vasco,Comunitat Valenciana,1029.75,1601.53
2022,País Vasco,Extremadura,93.92,135.19
2022,País Vasco,Galicia,632.83,1043.29
2022,País Vasco,"Madrid, Comunidad de",727.83,1738.33
2022,País Vasco,"Murcia, Región de",150.5,187.4
2022,País Vasco,"Navarra, Comunidad Foral de",635.83,5236.07
2022,País Vasco,País Vasco,1950.29,47829.26
2022,País Vasco,"Rioja, La",193.04,1592.19
2022,"Rioja, La",Andalucía,99.61,122.07
2022,"Rioja, La",Aragón,158.86,880.05
2022,"Rioja, La","Asturias, Principado de",63.27,143.94
2022,"Rioja, La",Cantabria,48.15,202.82
2022,"Rioja, La",Castilla - La Mancha,86.09,234.96
2022,"Rioja, La",Castilla y León,141.04,875.71
2022,"Rioja, La",Cataluña,202.7,474.4
2022,"Rioja, La",Comunitat Valenciana,119.76,241.3
2022,"Rioja, La",Extremadura,0.0,0.0
2022,"Rioja, La",Galicia,42.15,68.26
2022,"Rioja, La","Madrid, Comunidad de",140.69,421.53
2022,"Rioja, La","Murcia, Región de",58.5,84.43
2022,"Rioja, La","Navarra, Comunidad Foral de",114.04,1642.94
2022,"Rioja, La",País Vasco,177.35,1260.33
2022,"Rioja, La","Rioja, La",123.99,4740.05
