CCAA,Año,Ámbito,Categoría,Operaciones Vacío,% Vacío
Canarias,2018,Internacional,Recibido,,
Canarias,2019,Intrarregional,Intramunicipal,,46.36
Canarias,2019,Intrarregional,Intermunicipal,,44.29
Canarias,2019,Interregional,Expedido,,100.0
Canarias,2019,Interregional,Recibido,,0.0
Canarias,2019,Internacional,Expedido,,
Canarias,2019,Internacional,Recibido,,
Canarias,2020,Intrarregional,Intramunicipal,,46.64
Canarias,2020,Intrarregional,Intermunicipal,,44.85
Canarias,2020,Interregional,Expedido,,100.0
Canarias,2020,Interregional,Recibido,,0.0
Canarias,2020,Internacional,Expedido,,
Canarias,2020,Internacional,Recibido,,0.0
Canarias,2021,Intrarregional,Intramunicipal,,46.67
Canarias,2021,Intrarregional,Intermunicipal,,44.02
Canarias,2021,Interregional,Expedido,,0.0
Canarias,2021,Interregional,Recibido,,0.0
Canarias,2021,Internacional,Expedido,,
Canarias,2021,Internacional,Recibido,,
Canarias,2022,Intrarregional,Intramunicipal,,44.86
Canarias,2022,Intrarregional,Intermunicipal,,44.62
Canarias,2022,Interregional,Expedido,,
Canarias,2022,Interregional,Recibido,,
Canarias,2022,Internacional,Expedido,,
Canarias,2022,Internacional,Recibido,,
Canarias,2023,Intrarregional,Intramunicipal,,44.84
Canarias,2023,Intrarregional,Intermunicipal,,44.63
Canarias,2023,Interregional,Expedido,,
Canarias,2023,Interregional,Recibido,,
Canarias,2023,Internacional,Expedido,,
Canarias,2023,Internacional,Recibido,,
Canarias,2024,Intrarregional,Intramunicipal,,46.91
Canarias,2024,Intrarregional,Intermunicipal,,44.0
Canarias,2024,Interregional,Expedido,,100.0
Canarias,2024,Interregional,Recibido,,0.0
Canarias,2024,Internacional,Expedido,,
Canarias,2024,Internacional,Recibido,,
Cantabria,2017,Intrarregional,Intramunicipal,,51.35
Cantabria,2017,Intrarregional,Intermunicipal,,50.21
Cantabria,2017,Interregional,Expedido,,32.91
Cantabria,2017,Interregional,Recibido,,34.66
Cantabria,2017,Internacional,Expedido,,5.84
Cantabria,2017,Internacional,Recibido,,19.81
Cantabria,2018,Intrarregional,Intramunicipal,,50.91
Cantabria,2018,Intrarregional,Intermunicipal,,50.87
Cantabria,2018,Interregional,Expedido,,31.35
Cantabria,2018,Interregional,Recibido,,31.41
Cantabria,2018,Internacional,Expedido,,1.33
Cantabria,2018,Internacional,Recibido,,21.77
Cantabria,2019,Intrarregional,Intramunicipal,,46.92
Cantabria,2019,Intrarregional,Intermunicipal,,51.41
Cantabria,2019,Interregional,Expedido,,34.02
Cantabria,2019,Interregional,Recibido,,28.04
Cantabria,2019,Internacional,Expedido,,5.13
Cantabria,2019,Internacional,Recibido,,24.51
Cantabria,2020,Intrarregional,Intramunicipal,,49.16
Cantabria,2020,Intrarregional,Intermunicipal,,52.09
Cantabria,2020,Interregional,Expedido,,38.09
Cantabria,2020,Interregional,Recibido,,27.94
Cantabria,2020,Internacional,Expedido,,8.85
Cantabria,2020,Internacional,Recibido,,14.25
Cantabria,2021,Intrarregional,Intramunicipal,,50.95
Cantabria,2021,Intrarregional,Intermunicipal,,50.59
Cantabria,2021,Interregional,Expedido,,32.2
Cantabria,2021,Interregional,Recibido,,31.82
Cantabria,2021,Internacional,Expedido,,5.03
Cantabria,2021,Internacional,Recibido,,39.3
Cantabria,2022,Intrarregional,Intramunicipal,,49.26
Cantabria,2022,Intrarregional,Intermunicipal,,52.13
Cantabria,2022,Interregional,Expedido,,33.76
Cantabria,2022,Interregional,Recibido,,27.56
Cantabria,2022,Internacional,Expedido,,0.0
Cantabria,2022,Internacional,Recibido,,12.77
Cantabria,2023,Intrarregional,Intramunicipal,,48.42
Cantabria,2023,Intrarregional,Intermunicipal,,50.84
Cantabria,2023,Interregional,Expedido,,33.43
Cantabria,2023,Interregional,Recibido,,31.83
Cantabria,2023,Internacional,Expedido,,2.94
Cantabria,2023,Internacional,Recibido,,10.22
Cantabria,2024,Intrarregional,Intramunicipal,,49.46
Cantabria,2024,Intrarregional,Intermunicipal,,51.21
Cantabria,2024,Interregional,Expedido,,31.46
Cantabria,2024,Interregional,Recibido,,32.07
Cantabria,2024,Internacional,Expedido,,7.81
Cantabria,2024,Internacional,Recibido,,23.13
Cantabria,2017,Intrarregional,Intramunicipal,,51.35
Cantabria,2017,Intrarregional,Intermunicipal,,50.21
Cantabria,2017,Interregional,Expedido,,32.91
Cantabria,2017,Interregional,Recibido,,34.66
Cantabria,2017,Internacional,Expedido,,5.84
Cantabria,2017,Internacional,Recibido,,19.81
Cantabria,2018,Intrarregional,Intramunicipal,,50.91
Cantabria,2018,Intrarregional,Intermunicipal,,50.87
Cantabria,2018,Interregional,Expedido,,31.35
Cantabria,2018,Interregional,Recibido,,31.41
Cantabria,2018,Internacional,Expedido,,1.33
Cantabria,2018,Internacional,Recibido,,21.77
Cantabria,2019,Intrarregional,Intramunicipal,,46.92
Cantabria,2019,Intrarregional,Intermunicipal,,51.41
Cantabria,2019,Interregional,Expedido,,34.02
Cantabria,2019,Interregional,Recibido,,28.04
Cantabria,2019,Internacional,Expedido,,5.13
Cantabria,2019,Internacional,Recibido,,24.51
Cantabria,2020,Intrarregional,Intramunicipal,,49.16
Cantabria,2020,Intrarregional,Intermunicipal,,52.09
Cantabria,2020,Interregional,Expedido,,38.09
Cantabria,2020,Interregional,Recibido,,27.94
Cantabria,2020,Internacional,Expedido,,8.85
Cantabria,2020,Internacional,Recibido,,14.25
Cantabria,2021,Intrarregional,Intramunicipal,,50.95
Cantabria,2021,Intrarregional,Intermunicipal,,50.59
Cantabria,2021,Interregional,Expedido,,32.2
Cantabria,2021,Interregional,Recibido,,31.82
Cantabria,2021,Internacional,Expedido,,5.03
Cantabria,2021,Internacional,Recibido,,39.3
Cantabria,2022,Intrarregional,Intramunicipal,,49.26
Cantabria,2022,Intrarregional,Intermunicipal,,52.13
Cantabria,2022,Interregional,Expedido,,33.76
Cantabria,2022,Interregional,Recibido,,27.56
Cantabria,2022,Internacional,Expedido,,0.0
Cantabria,2022,Internacional,Recibido,,12.77
Cantabria,2023,Intrarregional,Intramunicipal,,48.42
Cantabria,2023,Intrarregional,Intermunicipal,,50.84
Cantabria,2023,Interregional,Expedido,,33.43
Cantabria,2023,Interregional,Recibido,,31.83
Cantabria,2023,Internacional,Expedido,,2.94
Cantabria,2023,Internacional,Recibido,,10.22
Cantabria,2024,Intrarregional,Intramunicipal,,49.46
Cantabria,2024,Intrarregional,Intermunicipal,,51.21
Cantabria,2024,Interregional,Expedido,,31.46
Cantabria,2024,Interregional,Recibido,,32.07
Cantabria,2024,Internacional,Expedido,,7.81
Cantabria,2024,Internacional,Recibido,,23.13
Castilla - La Mancha,2017,Intrarregional,Intramunicipal,,43.95
Castilla - La Mancha,2017,Intrarregional,Intermunicipal,,49.66
Castilla - La Mancha,2017,Interregional,Expedido,,29.52
Castilla - La Mancha,2017,Interregional,Recibido,,41.44
Castilla - La Mancha,2017,Internacional,Expedido,,2.12
Castilla - La Mancha,2017,Internacional,Recibido,,13.44
Castilla - La Mancha,2018,Intrarregional,Intramunicipal,,48.0
Castilla - La Mancha,2018,Intrarregional,Intermunicipal,,50.76
Castilla - La Mancha,2018,Interregional,Expedido,,30.57
Castilla - La Mancha,2018,Interregional,Recibido,,41.02
Castilla - La Mancha,2018,Internacional,Expedido,,1.58
Castilla - La Mancha,2018,Internacional,Recibido,,9.9
Castilla - La Mancha,2019,Intrarregional,Intramunicipal,,49.09
Castilla - La Mancha,2019,Intrarregional,Intermunicipal,,49.55
Castilla - La Mancha,2019,Interregional,Expedido,,32.0
Castilla - La Mancha,2019,Interregional,Recibido,,41.13
Castilla - La Mancha,2019,Internacional,Expedido,,2.85
Castilla - La Mancha,2019,Internacional,Recibido,,12.14
Castilla - La Mancha,2020,Intrarregional,Intramunicipal,,47.37
Castilla - La Mancha,2020,Intrarregional,Intermunicipal,,51.56
Castilla - La Mancha,2020,Interregional,Expedido,,30.66
Castilla - La Mancha,2020,Interregional,Recibido,,43.49
Castilla - La Mancha,2020,Internacional,Expedido,,1.73
Castilla - La Mancha,2020,Internacional,Recibido,,11.35
Castilla - La Mancha,2021,Intrarregional,Intramunicipal,,48.12
Castilla - La Mancha,2021,Intrarregional,Intermunicipal,,51.1
Castilla - La Mancha,2021,Interregional,Expedido,,30.44
Castilla - La Mancha,2021,Interregional,Recibido,,42.16
Castilla - La Mancha,2021,Internacional,Expedido,,1.2
Castilla - La Mancha,2021,Internacional,Recibido,,9.5
Castilla - La Mancha,2022,Intrarregional,Intramunicipal,,48.77
Castilla - La Mancha,2022,Intrarregional,Intermunicipal,,50.08
Castilla - La Mancha,2022,Interregional,Expedido,,32.4
Castilla - La Mancha,2022,Interregional,Recibido,,38.84
Castilla - La Mancha,2022,Internacional,Expedido,,4.02
Castilla - La Mancha,2022,Internacional,Recibido,,9.2
Castilla - La Mancha,2023,Intrarregional,Intramunicipal,,47.88
Castilla - La Mancha,2023,Intrarregional,Intermunicipal,,50.68
Castilla - La Mancha,2023,Interregional,Expedido,,32.22
Castilla - La Mancha,2023,Interregional,Recibido,,41.49
Castilla - La Mancha,2023,Internacional,Expedido,,2.55
Castilla - La Mancha,2023,Internacional,Recibido,,7.32
Castilla - La Mancha,2024,Intrarregional,Intramunicipal,,50.58
Castilla - La Mancha,2024,Intrarregional,Intermunicipal,,50.57
Castilla - La Mancha,2024,Interregional,Expedido,,31.25
Castilla - La Mancha,2024,Interregional,Recibido,,42.17
Castilla - La Mancha,2024,Internacional,Expedido,,1.01
Castilla - La Mancha,2024,Internacional,Recibido,,12.04
Castilla - La Mancha,2017,Intrarregional,Intramunicipal,,43.95
Castilla - La Mancha,2017,Intrarregional,Intermunicipal,,49.66
Castilla - La Mancha,2017,Interregional,Expedido,,29.52
Castilla - La Mancha,2017,Interregional,Recibido,,41.44
Castilla - La Mancha,2017,Internacional,Expedido,,2.12
Castilla - La Mancha,2017,Internacional,Recibido,,13.44
Castilla - La Mancha,2018,Intrarregional,Intramunicipal,,48.0
Castilla - La Mancha,2018,Intrarregional,Intermunicipal,,50.76
Castilla - La Mancha,2018,Interregional,Expedido,,30.57
Castilla - La Mancha,2018,Interregional,Recibido,,41.02
Castilla - La Mancha,2018,Internacional,Expedido,,1.58
Castilla - La Mancha,2018,Internacional,Recibido,,9.9
Castilla - La Mancha,2019,Intrarregional,Intramunicipal,,49.09
Castilla - La Mancha,2019,Intrarregional,Intermunicipal,,49.55
Castilla - La Mancha,2019,Interregional,Expedido,,32.0
Castilla - La Mancha,2019,Interregional,Recibido,,41.13
Castilla - La Mancha,2019,Internacional,Expedido,,2.85
Castilla - La Mancha,2019,Internacional,Recibido,,12.14
Castilla - La Mancha,2020,Intrarregional,Intramunicipal,,47.37
Castilla - La Mancha,2020,Intrarregional,Intermunicipal,,51.56
Castilla - La Mancha,2020,Interregional,Expedido,,30.66
Castilla - La Mancha,2020,Interregional,Recibido,,43.49
Castilla - La Mancha,2020,Internacional,Expedido,,1.73
Castilla - La Mancha,2020,Internacional,Recibido,,11.35
Castilla - La Mancha,2021,Intrarregional,Intramunicipal,,48.12
Castilla - La Mancha,2021,Intrarregional,Intermunicipal,,51.1
Castilla - La Mancha,2021,Interregional,Expedido,,30.44
Castilla - La Mancha,2021,Interregional,Recibido,,42.16
Castilla - La Mancha,2021,Internacional,Expedido,,1.2
Castilla - La Mancha,2021,Internacional,Recibido,,9.5
Castilla - La Mancha,2022,Intrarregional,Intramunicipal,,48.77
Castilla - La Mancha,2022,Intrarregional,Intermunicipal,,50.08
Castilla - La Mancha,2022,Interregional,Expedido,,32.4
Castilla - La Mancha,2022,Interregional,Recibido,,38.84
Castilla - La Mancha,2022,Internacional,Expedido,,4.02
Castilla - La Mancha,2022,Internacional,Recibido,,9.2
Castilla - La Mancha,2023,Intrarregional,Intramunicipal,,47.88
Castilla - La Mancha,2023,Intrarregional,Intermunicipal,,50.68
Castilla - La Mancha,2023,Interregional,Expedido,,32.22
Castilla - La Mancha,2023,Interregional,Recibido,,41.49
Castilla - La Mancha,2023,Internacional,Expedido,,2.55
Castilla - La Mancha,2023,Internacional,Recibido,,7.32
Castilla - La Mancha,2024,Intrarregional,Intramunicipal,,50.58
Castilla - La Mancha,2024,Intrarregional,Intermunicipal,,50.57
Castilla - La Mancha,2024,Interregional,Expedido,,31.25
Castilla - La Mancha,2024,Interregional,Recibido,,42.17
Castilla - La Mancha,2024,Internacional,Expedido,,1.01
Castilla - La Mancha,2024,Internacional,Recibido,,12.04
Castilla Y León,2017,Intrarregional,Intramunicipal,,44.35
Castilla Y León,2017,Intrarregional,Intermunicipal,,49.4
Castilla Y León,2017,Interregional,Expedido,,24.15
Castilla Y León,2017,Interregional,Recibido,,34.96
Castilla Y León,2017,Internacional,Expedido,,6.27
Castilla Y León,2017,Internacional,Recibido,,22.03
Castilla Y León,2018,Intrarregional,Intramunicipal,,47.26
Castilla Y León,2018,Intrarregional,Intermunicipal,,49.06
Castilla Y León,2018,Interregional,Expedido,,25.4
Castilla Y León,2018,Interregional,Recibido,,29.96
Castilla Y León,2018,Internacional,Expedido,,5.65
Castilla Y León,2018,Internacional,Recibido,,12.36
Castilla Y León,2019,Intrarregional,Intramunicipal,,47.36
Castilla Y León,2019,Intrarregional,Intermunicipal,,49.85
Castilla Y León,2019,Interregional,Expedido,,25.11
Castilla Y León,2019,Interregional,Recibido,,32.79
Castilla Y León,2019,Internacional,Expedido,,3.14
Castilla Y León,2019,Internacional,Recibido,,21.89
Castilla Y León,2020,Intrarregional,Intramunicipal,,47.49
Castilla Y León,2020,Intrarregional,Intermunicipal,,49.99
Castilla Y León,2020,Interregional,Expedido,,24.03
Castilla Y León,2020,Interregional,Recibido,,34.86
Castilla Y León,2020,Internacional,Expedido,,7.08
Castilla Y León,2020,Internacional,Recibido,,23.8
Castilla Y León,2021,Intrarregional,Intramunicipal,,45.63
Castilla Y León,2021,Intrarregional,Intermunicipal,,49.36
Castilla Y León,2021,Interregional,Expedido,,18.96
Castilla Y León,2021,Interregional,Recibido,,33.88
Castilla Y León,2021,Internacional,Expedido,,12.97
Castilla Y León,2021,Internacional,Recibido,,19.2
Castilla Y León,2022,Intrarregional,Intramunicipal,,47.01
Castilla Y León,2022,Intrarregional,Intermunicipal,,50.02
Castilla Y León,2022,Interregional,Expedido,,22.27
Castilla Y León,2022,Interregional,Recibido,,34.54
Castilla Y León,2022,Internacional,Expedido,,6.52
Castilla Y León,2022,Internacional,Recibido,,16.82
Castilla Y León,2023,Intrarregional,Intramunicipal,,46.28
Castilla Y León,2023,Intrarregional,Intermunicipal,,48.12
Castilla Y León,2023,Interregional,Expedido,,24.3
Castilla Y León,2023,Interregional,Recibido,,31.29
Castilla Y León,2023,Internacional,Expedido,,8.51
Castilla Y León,2023,Internacional,Recibido,,27.14
Castilla Y León,2024,Intrarregional,Intramunicipal,,47.48
Castilla Y León,2024,Intrarregional,Intermunicipal,,48.67
Castilla Y León,2024,Interregional,Expedido,,24.11
Castilla Y León,2024,Interregional,Recibido,,32.28
Castilla Y León,2024,Internacional,Expedido,,3.54
Castilla Y León,2024,Internacional,Recibido,,24.64
Castilla Y León,2017,Intrarregional,Intramunicipal,,44.35
Castilla Y León,2017,Intrarregional,Intermunicipal,,49.4
Castilla Y León,2017,Interregional,Expedido,,24.15
Castilla Y León,2017,Interregional,Recibido,,34.96
Castilla Y León,2017,Internacional,Expedido,,6.27
Castilla Y León,2017,Internacional,Recibido,,22.03
Castilla Y León,2018,Intrarregional,Intramunicipal,,47.26
Castilla Y León,2018,Intrarregional,Intermunicipal,,49.06
Castilla Y León,2018,Interregional,Expedido,,25.4
Castilla Y León,2018,Interregional,Recibido,,29.96
Castilla Y León,2018,Internacional,Expedido,,5.65
Castilla Y León,2018,Internacional,Recibido,,12.36
Castilla Y León,2019,Intrarregional,Intramunicipal,,47.36
Castilla Y León,2019,Intrarregional,Intermunicipal,,49.85
Castilla Y León,2019,Interregional,Expedido,,25.11
Castilla Y León,2019,Interregional,Recibido,,32.79
Castilla Y León,2019,Internacional,Expedido,,3.14
Castilla Y León,2019,Internacional,Recibido,,21.89
Castilla Y León,2020,Intrarregional,Intramunicipal,,47.49
Castilla Y León,2020,Intrarregional,Intermunicipal,,49.99
Castilla Y León,2020,Interregional,Expedido,,24.03
Castilla Y León,2020,Interregional,Recibido,,34.86
Castilla Y León,2020,Internacional,Expedido,,7.08
Castilla Y León,2020,Internacional,Recibido,,23.8
Castilla Y León,2021,Intrarregional,Intramunicipal,,45.63
Castilla Y León,2021,Intrarregional,Intermunicipal,,49.36
Castilla Y León,2021,Interregional,Expedido,,18.96
Castilla Y León,2021,Interregional,Recibido,,33.88
Castilla Y León,2021,Internacional,Expedido,,12.97
Castilla Y León,2021,Internacional,Recibido,,19.2
Castilla Y León,2022,Intrarregional,Intramunicipal,,47.01
Castilla Y León,2022,Intrarregional,Intermunicipal,,50.02
Castilla Y León,2022,Interregional,Expedido,,22.27
Castilla Y León,2022,Interregional,Recibido,,34.54
Castilla Y León,2022,Internacional,Expedido,,6.52
Castilla Y León,2022,Internacional,Recibido,,16.82
Castilla Y León,2023,Intrarregional,Intramunicipal,,46.28
Castilla Y León,2023,Intrarregional,Intermunicipal,,48.12
Castilla Y León,2023,Interregional,Expedido,,24.3
Castilla Y León,2023,Interregional,Recibido,,31.29
Castilla Y León,2023,Internacional,Expedido,,8.51
Castilla Y León,2023,Internacional,Recibido,,27.14
Castilla Y León,2024,Intrarregional,Intramunicipal,,47.48
Castilla Y León,2024,Intrarregional,Intermunicipal,,48.67
Castilla Y León,2024,Interregional,Expedido,,24.11
Castilla Y León,2024,Interregional,Recibido,,32.28
Castilla Y León,2024,Internacional,Expedido,,3.54
Castilla Y León,2024,Internacional,Recibido,,24.64
Cataluña,2017,Intrarregional,Intramunicipal,,41.3
Cataluña,2017,Intrarregional,Intermunicipal,,45.56
Cataluña,2017,Interregional,Expedido,,16.36
Cataluña,2017,Interregional,Recibido,,20.94
Cataluña,2017,Internacional,Expedido,,7.65
Cataluña,2017,Internacional,Recibido,,29.77
Cataluña,2018,Intrarregional,Intramunicipal,,44.06
Cataluña,2018,Intrarregional,Intermunicipal,,45.42
Cataluña,2018,Interregional,Expedido,,15.25
Cataluña,2018,Interregional,Recibido,,22.16
Cataluña,2018,Internacional,Expedido,,6.82
Cataluña,2018,Internacional,Recibido,,29.61
Cataluña,2019,Intrarregional,Intramunicipal,,45.66
Cataluña,2019,Intrarregional,Intermunicipal,,45.95
Cataluña,2019,Interregional,Expedido,,16.69
Cataluña,2019,Interregional,Recibido,,19.83
Cataluña,2019,Internacional,Expedido,,7.38
Cataluña,2019,Internacional,Recibido,,30.87
Cataluña,2020,Intrarregional,Intramunicipal,,44.83
Cataluña,2020,Intrarregional,Intermunicipal,,46.56
Cataluña,2020,Interregional,Expedido,,17.3
Cataluña,2020,Interregional,Recibido,,20.27
Cataluña,2020,Internacional,Expedido,,8.07
Cataluña,2020,Internacional,Recibido,,32.44
Cataluña,2021,Intrarregional,Intramunicipal,,43.83
Cataluña,2021,Intrarregional,Intermunicipal,,46.71
Cataluña,2021,Interregional,Expedido,,17.22
Cataluña,2021,Interregional,Recibido,,19.27
Cataluña,2021,Internacional,Expedido,,6.18
Cataluña,2021,Internacional,Recibido,,31.01
Cataluña,2022,Intrarregional,Intramunicipal,,44.84
Cataluña,2022,Intrarregional,Intermunicipal,,46.3
Cataluña,2022,Interregional,Expedido,,18.2
Cataluña,2022,Interregional,Recibido,,21.52
Cataluña,2022,Internacional,Expedido,,7.76
Cataluña,2022,Internacional,Recibido,,28.59
Cataluña,2023,Intrarregional,Intramunicipal,,45.19
Cataluña,2023,Intrarregional,Intermunicipal,,46.55
Cataluña,2023,Interregional,Expedido,,18.04
Cataluña,2023,Interregional,Recibido,,20.94
Cataluña,2023,Internacional,Expedido,,6.32
Cataluña,2023,Internacional,Recibido,,30.25
Cataluña,2024,Intrarregional,Intramunicipal,,45.88
Cataluña,2024,Intrarregional,Intermunicipal,,47.31
Cataluña,2024,Interregional,Expedido,,18.24
Cataluña,2024,Interregional,Recibido,,23.31
Cataluña,2024,Internacional,Expedido,,6.16
Cataluña,2024,Internacional,Recibido,,31.37
Cataluña,2017,Intrarregional,Intramunicipal,,41.3
Cataluña,2017,Intrarregional,Intermunicipal,,45.56
Cataluña,2017,Interregional,Expedido,,16.36
Cataluña,2017,Interregional,Recibido,,20.94
Cataluña,2017,Internacional,Expedido,,7.65
Cataluña,2017,Internacional,Recibido,,29.77
Cataluña,2018,Intrarregional,Intramunicipal,,44.06
Cataluña,2018,Intrarregional,Intermunicipal,,45.42
Cataluña,2018,Interregional,Expedido,,15.25
Cataluña,2018,Interregional,Recibido,,22.16
Cataluña,2018,Internacional,Expedido,,6.82
Cataluña,2018,Internacional,Recibido,,29.61
Cataluña,2019,Intrarregional,Intramunicipal,,45.66
Cataluña,2019,Intrarregional,Intermunicipal,,45.95
Cataluña,2019,Interregional,Expedido,,16.69
Cataluña,2019,Interregional,Recibido,,19.83
Cataluña,2019,Internacional,Expedido,,7.38
Cataluña,2019,Internacional,Recibido,,30.87
Cataluña,2020,Intrarregional,Intramunicipal,,44.83
Cataluña,2020,Intrarregional,Intermunicipal,,46.56
Cataluña,2020,Interregional,Expedido,,17.3
Cataluña,2020,Interregional,Recibido,,20.27
Cataluña,2020,Internacional,Expedido,,8.07
Cataluña,2020,Internacional,Recibido,,32.44
Cataluña,2021,Intrarregional,Intramunicipal,,43.83
Cataluña,2021,Intrarregional,Intermunicipal,,46.71
Cataluña,2021,Interregional,Expedido,,17.22
Cataluña,2021,Interregional,Recibido,,19.27
Cataluña,2021,Internacional,Expedido,,6.18
Cataluña,2021,Internacional,Recibido,,31.01
Cataluña,2022,Intrarregional,Intramunicipal,,44.84
Cataluña,2022,Intrarregional,Intermunicipal,,46.3
Cataluña,2022,Interregional,Expedido,,18.2
Cataluña,2022,Interregional,Recibido,,21.52
Cataluña,2022,Internacional,Expedido,,7.76
Cataluña,2022,Internacional,Recibido,,28.59
Cataluña,2023,Intrarregional,Intramunicipal,,45.19
Cataluña,2023,Intrarregional,Intermunicipal,,46.55
Cataluña,2023,Interregional,Expedido,,18.04
Cataluña,2023,Interregional,Recibido,,20.94
Cataluña,2023,Internacional,Expedido,,6.32
Cataluña,2023,Internacional,Recibido,,30.25
Cataluña,2024,Intrarregional,Intramunicipal,,45.88
Cataluña,2024,Intrarregional,Intermunicipal,,47.31
Cataluña,2024,Interregional,Expedido,,18.24
Cataluña,2024,Interregional,Recibido,,23.31
Cataluña,2024,Internacional,Expedido,,6.16
Cataluña,2024,Internacional,Recibido,,31.37
Ceuta Y Melilla,2017,Intrarregional,Intramunicipal,,34.05
Ceuta Y Melilla,2017,Intrarregional,Intermunicipal,,
Ceuta Y Melilla,2017,Interregional,Expedido,,74.44
Ceuta Y Melilla,2017,Interregional,Recibido,,0.0
Ceuta Y Melilla,2017,Internacional,Expedido,,
Ceuta Y Melilla,2017,Internacional,Recibido,,0.0
Ceuta Y Melilla,2018,Intrarregional,Intramunicipal,,50.17
Ceuta Y Melilla,2018,Intrarregional,Intermunicipal,,
Ceuta Y Melilla,2018,Interregional,Expedido,,66.71
Ceuta Y Melilla,2018,Interregional,Recibido,,5.48
Ceuta Y Melilla,2018,Internacional,Expedido,,
Ceuta Y Melilla,2018,Internacional,Recibido,,
Ceuta Y Melilla,2019,Intrarregional,Intramunicipal,,50.9
Ceuta Y Melilla,2019,Intrarregional,Intermunicipal,,
Ceuta Y Melilla,2019,Interregional,Expedido,,84.61
Ceuta Y Melilla,2019,Interregional,Recibido,,0.0
Ceuta Y Melilla,2019,Internacional,Expedido,,
Ceuta Y Melilla,2019,Internacional,Recibido,,0.0
Ceuta Y Melilla,2020,Intrarregional,Intramunicipal,,52.4
Ceuta Y Melilla,2020,Intrarregional,Intermunicipal,,
Ceuta Y Melilla,2020,Interregional,Expedido,,72.59
Ceuta Y Melilla,2020,Interregional,Recibido,,25.18
Ceuta Y Melilla,2020,Internacional,Expedido,,
Ceuta Y Melilla,2020,Internacional,Recibido,,
Ceuta Y Melilla,2021,Intrarregional,Intramunicipal,,49.07
Ceuta Y Melilla,2021,Intrarregional,Intermunicipal,,
